,GSM5824838,GSM5824839,GSM5824847,GSM5824852,GSM5824855,GSM5824858,GSM5824868,GSM5824878,GSM5824885,GSM5824894,GSM5824904,GSM5824932,GSM5824943,GSM5824955,GSM5824967,GSM5824970,GSM5824979,GSM5824984
ACOD1,0.08997,0,0.1577,0.04669,0.04129,0,0,0,0.4008,0,0,0.1302,0.0786,0,0.07885,0,0,0.4134
ACOT1,0.7756,1.066,0.7767,0.4983,1.254,0.858,0.5527,1.421,1.481,0.7345,0.4835,0.2993,1.581,0.5114,0.3885,1.418,1.537,1.188
ACOT11,0.1123,0.1855,0.2186,0.4273,0.9505,0.2746,0.2904,0.5999,0.6669,0.1697,0.2368,0.1155,0.3161,0.1056,0.2624,0.1225,0.1825,0.172
ACOT12,0.06425,0.01873,0.05629,0.1556,0.118,0,0.04748,0,0.1908,0.04483,0.02803,0.08676,0.07484,0.03295,0.06257,0.2103,0.1446,0.05904
ACOT13,4.022,3.806,2.811,4.265,3.571,2.217,2.789,4.016,8.452,4.577,1.525,3.383,3.993,1.758,0.9502,2.275,5.34,4.645
ACOT2,1.202,2.173,1.72,1.788,2.206,1.151,0.8881,1.862,2.26,1.551,0.8653,0.5564,3.08,0.8937,0.7724,1.573,2.614,2.319
ACOT4,0.4922,0.8612,0.3834,0.2838,0.6526,0.7356,0.5153,0.4383,1.137,0.6869,0.358,0.2532,1.195,0.08414,0.1917,0.1953,0.9845,0.7036
ACOT6,0,0,0,0.059,0,0,0,0,0,0,0,0,0,0,0.09965,0,0,0
ACOT7,1.617,3.047,4.106,1.98,2.703,2.611,1.057,3.656,4.865,2.214,1.873,1.608,3.152,1.404,1.357,4.183,3.359,4.306
ACOT8,12.45,10.43,7.934,12.14,13.65,8.442,4.098,14.27,18.82,9.556,7.606,9.302,13.78,5.747,7.186,11.72,15.45,14.28
ACOT9,10.04,6.594,10.25,9.564,7.802,3.719,3.57,11.62,27,14.14,4.597,10.91,12.25,3.631,3.137,9.144,15.73,14.43
ACOX1,19.74,15.61,9.294,29.71,16.61,4.81,5.182,16.82,45.55,20.28,10.3,15.65,12.81,11.26,9.363,27.87,27.85,10.04
ACOX2,0.1589,0.139,0.06959,0,0.1823,0.1942,0,0,0.05897,0.2494,0.104,0.02299,0.06939,0,0.09282,0,0.134,0.1095
ACOX3,1.66,1.889,1.767,2.112,1.818,1.255,1.009,2.403,4.346,1.513,0.8527,1.198,2.308,1.222,0.8342,2.135,3.273,2.05
ACOXL,0.09655,0.08943,0.09953,0.1356,0.1877,0.05208,0.02203,0.1639,0.253,0.07728,0.05204,0.1052,0.1191,0.08738,0.07301,0.1876,0.1342,0.1148
ACOXL-AS1,0,0,0,0.03121,0,0,0.01667,0,0,0,0.01968,0,0,0,0,0,0.03383,0
ACP1,9.9,12.56,14.29,9.689,13.94,8.404,6.197,15.79,17.82,8.536,6.211,7.481,13.35,5.287,3.776,6.181,14.72,12.73
ACP2,6.172,8.646,8.733,7.228,7.809,8.388,4.392,7.754,13.99,12.05,4.722,8.086,10.86,3.561,2.948,4.579,9.524,14.98
ACP3,5.347,5.21,3.855,9.975,6.917,1.793,2.588,6.437,12.36,4.51,2.791,2.964,3.587,2.534,3.441,4.974,6.98,7.422
ACP4,0,0.1889,0.1261,0,0,0,0.1994,0,0.1069,0,0,0,0.3144,0.05536,0,0,0.08097,0
ACP5,17.32,15.11,14.16,14.84,22.4,9.281,8.466,13.36,15.07,12.09,5.517,8.382,20.95,6.484,7.51,9.561,15.46,25.98
ACP6,0.6414,0.7307,0.5489,0.8824,0.7531,0.2964,0.3514,0.8009,1.03,0.9133,0.454,0.7381,0.8796,0.3901,0.4489,0.6458,0.7468,0.5689
ACP7,0,0,0.01837,0,0.01925,0,0,0.06722,0,0.02195,0,0,0.01832,0,0,0,0,0
ACR,0,0,0,0,0,0,0.03743,0,0,0,0,0.03909,0.05901,0,0,0,0,0
ACRBP,9.076,7.363,12.53,11.37,7.772,12.12,5.901,13.9,15.13,7.323,11.38,13.32,10.54,8.658,7.673,12.54,16.03,10.95
ACRV1,0,0,0,0,0,0.1525,0,0,0.07408,0.05222,0,0,0,0,0,0,0,0
ACSBG1,0.4905,0.8674,0.9877,1.083,0.8048,0.8996,0.7578,1.071,1.767,0.6773,0.4372,0.4893,1.012,0.4817,0.2317,0.5962,1.01,1.084
ACSBG2,0,0.1117,0,0.09935,0.02929,0,0,0,0.09476,0.0334,0.02088,0.07387,0.08363,0,0,0,0.0718,0.02932
ACSF2,3.193,3.333,3.91,5.686,6.561,3.127,2.413,6.223,9.159,2.962,2.683,2.667,5.547,1.591,2.947,4.243,4.939,5.635
ACSF3,1.504,1.889,1.708,2.284,1.982,0.6869,0.7623,2.401,3.346,1.47,1.015,1.335,1.994,1.031,0.9985,1.546,2.667,1.92
ACSL1,203.9,73.4,68.87,216.7,118.4,28.72,37.27,98.5,339.1,287.1,69.84,200,130.6,83.54,64.32,274.5,207.9,223.8
ACSL3,4.364,3.909,4.598,5.806,3.943,2.922,2.832,5.441,11.24,5.891,2.244,4.32,5.114,1.679,1.579,4.267,5.066,7.018
ACSL3-AS1,0.1314,0.115,0.5757,0.1364,0.3619,0,0,0,0.5854,0.1375,0.172,0,0.3444,0,0,0,0.1478,0
ACSL4,23.37,11.6,14.08,21.02,20.02,7.759,7.544,18.19,54.33,29.75,9.036,16.69,17.53,7.832,4.111,9.893,18.47,24.45
ACSL5,13.78,17.09,20.52,17.05,18.87,14.02,11.27,19.26,33.37,17.36,7.981,12.62,23.47,6.869,6.007,11.68,19.63,24.48
ACSL6,1.02,1.345,1.286,1.291,1.27,0.4955,0.5963,1.12,1.764,0.9653,0.9237,0.93,1.611,0.7954,0.196,0.5363,1.085,1.605
ACSL6-AS1,0,0,0,0,0,0,0,0,0,0,0.01828,0,0.09761,0,0,0,0,0
ACSM1,0.1608,0.0469,0.1879,0.3153,0.3281,0.142,0.08914,0.1719,0.3449,0.07481,0.1287,0.2586,0.2342,0.06873,0.1462,0.1755,0.1206,0.1478
ACSM2A,0,0,0,0,0.03011,0,0,0,0,0,0,0,0,0,0,0,0,0.01507
ACSM2B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACSM3,0.3275,0.4674,0.4379,0.6439,0.886,0.2318,0.1528,0.4144,0.7933,0.1804,0.2482,0.4588,0.4517,0.2917,0.2316,0.2308,0.3684,0.2851
ACSM4,0,0,0,0,0.05087,0,0,0,0.08228,0,0.03627,0,0.04841,0,0.03238,0,0,0.05092
ACSM5,0,0,0,0,0,0,0,0.04926,0.1825,0,0,0,0,0,0,0,0.03457,0
ACSM6,0,0,0,0,0,0.517,0,0.1807,0,0,0,0,0,0,0,0,0,0.05181
ACSS1,8.337,17.17,16.02,19.05,19.12,9.444,10.35,24.18,33.29,10.03,7.658,9.97,19.02,7.929,8.76,14.5,21.08,15.96
ACSS2,11.53,9.033,13.79,16.92,10.67,6.6,6.115,11.74,24.55,14.1,6.97,10.57,12.88,5.635,6.601,13.39,15.85,16.25
ACSS3,0.0446,0.01951,0,0.05786,0.04094,0,0,0,0.1821,0.07002,0.02919,0.02581,0,0.04289,0.01955,0,0.03763,0
ACTA1,0.2591,0,0.227,0,0,0,0,0.2077,0.4809,0,0.0848,0.03749,0,0,0,0,0.2186,0.05953
ACTA2,3.846,4.112,5.008,3.271,6.179,5.095,1.776,3.596,6.663,5.535,2.552,4.019,5.74,3.863,1.686,2.384,4.808,5.449
ACTA2-AS1,0.9928,1.199,1.284,0.9813,1.606,2.283,0.8909,0.682,1.615,1.237,0.5879,0.9577,1.28,0.8001,0.3867,0.7596,1.383,1.39
ACTB,3241,3793,4519,6034,5108,3011,2826,5609,9351,5308,2676,3507,5707,2533,3090,6591,5571,6173
ACTBL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTE1P,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05026,0
ACTG1,729.7,852,971.6,1042,995.3,525.1,455.9,1065,1489,850,490.5,610.7,1015,471.4,490.5,970,1002,1042
ACTG1P17,0.4627,0.4553,0.152,0.6002,0.4247,0.3182,0.2244,0.6489,0.6011,0.2421,0.1514,0.3682,0.6063,0.1335,0.169,1.497,0.5205,0.372
ACTG1P20,0.692,1.02,7.371,0.4914,0.9695,3.562,2.664,0.8756,1.731,5.87,0.5006,0.3583,7.923,0.5883,0.2766,0.5526,1.721,8.936
ACTG1P25,0.1665,0.07281,0.07292,0.2591,0.1146,0,0.06919,0.0667,0.06179,0,0.08171,0.1204,0,0,0.04863,0.2229,0.4214,0.1147
ACTG1P4,0.2915,0.2975,0.3406,0.5547,0.08919,0,0.1077,0.3894,0.505,0.05085,0,0.2249,0.3396,0.03737,0.1419,0,0.164,0.2679
ACTG2,0,0,0,0,0.05907,0,0,0.3094,0.1911,0,0,0,0.2249,0.0495,0,0,0.07239,0
ACTL10,0.7322,1.174,1.443,0.7599,0.6721,1.007,0.2705,0.6846,1.45,0.6386,0.2795,0.6356,0.8529,0.9387,0.4278,1.852,0.8924,1.009
ACTL6A,5.9,5.812,9.34,6.124,7.919,5.789,3.215,6.517,10.31,4.982,2.856,4.39,7.364,3.471,2.115,3.673,8.925,8.065
ACTL6B,0,0,0.05492,0,0,0,0.06948,0,0.09307,0,0,0,0,0,0,0,0,0
ACTL7A,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04983,0,0,0,0
ACTL7B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTL9,0.06919,0,0,0,0.1905,0.0423,0.03835,0,0.1027,0,0,0.04004,0.06044,0,0,0,0,0
ACTMAP,2.915,3.915,4.304,4.836,4.509,5.22,4.541,4.378,7.157,4.036,1.142,2.444,5.013,1.589,2.374,3.032,5.423,4.851
ACTN1,60.06,55.92,52.45,112.7,75.13,31.72,46.38,78.78,207.9,126.1,46.73,74.04,88.35,57.28,54.53,144.1,115.4,92.4
ACTN1-DT,0,0.1411,0.1413,0,0.296,0,0,0.2584,0,0.1688,0.3166,0.3733,0,0.3721,0.09421,0,0.3628,0
ACTN2,0,0.03304,0,0.0196,0,0,0,0,0,0.01977,0,0,0.0495,0,0,0,0,0
ACTN3,0.059,0.1032,0.2843,0.09185,0.1083,0,0,0.09457,0.2628,0.247,0,0,0,0,0.03447,0.1053,0.2323,0
ACTN4,27.09,47.98,58.52,93.48,56.18,41.51,43.25,74.97,165,72.31,30.8,39.83,72.73,36.72,44.2,94.88,83.26,63
ACTR10,9.384,8.522,10.31,12.17,10.88,5.931,3.085,10.39,19.48,10.9,5.908,9.666,10.8,4.496,3.299,6.992,13.02,11.04
ACTR1A,28.09,29.35,30.11,37.83,37,22.8,19.07,38.18,64.21,32.54,16.95,23.96,36.61,16.23,19.72,34.58,42.12,37.26
ACTR1B,13.33,17.88,19.02,17.86,21.12,10.9,9.007,22.23,25.9,11.42,8.323,10.83,19.23,9.073,7.655,16.29,23.56,16.66
ACTR2,96.09,87.67,96.2,146.1,87.15,43.39,39.67,115.1,259.4,137.6,40.27,62.78,102.3,48.08,31.4,83.69,114.6,119.2
ACTR3,50.45,39.47,45.08,55.8,47.79,25.77,23.62,50.16,98.54,57.56,23.16,33.75,48.96,23.63,16.04,39.1,56.39,57.04
ACTR3-AS1,0.4911,0.716,1.291,1.529,0,0.7005,0.2722,0,1.458,0.514,0.2143,0.379,1.43,0.6297,0.1913,2.484,1.842,1.504
ACTR3B,0.474,0.5529,0.7677,0.6858,0.5142,0.3337,0.3025,0.8288,1.258,0.6164,0.3385,0.2993,0.5773,0.5525,0.277,0.359,0.7595,0.5544
ACTR3BP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3BP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTR3C,0.2855,0.2278,0.11,0.2019,0.2362,0.09015,0.1009,0.2062,0.3401,0.1117,0.0883,0.2197,0.1809,0.07965,0.0495,0.1232,0.1906,0.1788
ACTR5,3.147,6.203,3.489,4.329,6.335,2.62,2.06,3.282,5.462,2.024,2.11,2.524,3.942,3.005,1.174,1.32,4.736,3.45
ACTR6,1.254,2.42,1.713,0.8038,0.9479,0.7891,1.165,1.773,3.012,1.66,0.3138,1.43,2.03,0.7376,0.237,0.3292,2.406,1.661
ACTR8,1.302,1.843,2.067,2.693,2.196,1.308,1.578,2.165,4.929,1.924,0.9478,1.337,1.983,0.9888,0.7083,1.387,2.691,2.101
ACTRT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ACTRT3,0,0.05056,0,0,0,0,0,0,0,0,0,0,0.0505,0.04446,0.03377,0,0,0.05312
ACVR1,1.151,2.03,2.293,2.336,1.922,1.259,1.334,1.678,3.86,1.333,1.096,1.181,2.134,1.248,0.8665,1.838,2.179,2.597
ACVR1B,3.204,4.001,4.226,7.056,6.077,3.242,2.949,5.391,12.24,7.172,2.935,3.379,5.38,2.218,3.213,5.02,5.026,5.92
ACVR1C,0.16,0.2706,0.1122,0.06643,0.08813,0.07826,0.07095,0.1368,0.2534,0.1452,0.05586,0.03087,0.205,0.08206,0.0187,0,0.07201,0.08823
ACVR2A,0.5178,0.6717,1.017,0.871,0.3442,0.3275,0.8412,1.116,2.095,0.5233,0.3156,0.6511,1.217,0.4121,0.1669,0.4622,1.487,0.9681
ACVR2B,0.1601,0.2801,0.3179,0.1218,0.1714,0.2316,0.2366,0.4362,0.6814,0.2346,0.05588,0.1143,0.275,0.1067,0.053,0.01905,0.2281,0.2158
ACVR2B-AS1,0,0.03357,0,0,0,0.02346,0.04254,0,0.1709,0,0,0.06663,0.03352,0,0.02242,0,0.1295,0
ACVRL1,0.2195,0.2688,0.4615,0.4555,0.1612,0.1207,0.1095,0.598,0.9776,0.804,0.2011,0.1651,0.4793,0.01688,0.2052,0.2547,0.3457,0.6252
ACY1,1.019,1.604,2.44,1.339,1.247,1.744,1.318,2.504,1.614,1.351,0.4446,0.7076,1.483,0.9405,0.5159,0.9094,2.445,2.06
ACY3,0.1263,0.6631,0.2214,0.3278,0.5219,0.03862,0.2451,0.1012,0.1876,0.2645,0.2481,0.2925,1.104,0.09719,0.1107,1.804,0.07107,0.7546
ACYP1,1.13,2.607,1.981,3.306,2.358,1.319,1.025,2.47,5.645,1.506,1.345,1.665,3.052,1.66,0.7204,0.5503,4.855,2.077
ACYP2,0.3134,0.6528,0.5362,0.6661,0.5754,0.1825,0.1572,0.5502,0.7757,0.4687,0.2735,0.3283,0.5216,0.2526,0.1657,0.373,0.5541,0.6584
ADA,11.59,16.92,10.27,12.29,21.4,11.79,6.7,21.96,25.59,8.046,5.721,10.69,15.6,6.82,6.266,8.577,23.29,13.39
ADA2,28.89,42.81,76.19,69.18,38.16,46.61,58.7,53.46,111.1,52.02,26.1,47.46,86.51,24.62,34.27,44.74,55.14,106.4
ADAD1,0.04223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAD2,0.04266,0,0,0,0,0,0,0,0,0,0,0,0.03727,0,0,0,0,0
ADAM10,11.69,12.22,11.7,14.2,12.4,5.295,6.35,11.38,37.08,14.73,5.797,8.644,14.31,5.312,3.178,8.218,14.65,14.29
ADAM11,0.01889,0.08262,0,0.1372,0.1561,0.05774,0.04188,0.03028,0.02805,0,0.02473,0.0656,0.264,0.1017,0.04415,0,0.02125,0.1736
ADAM12,0.09686,0.2003,0.03858,0.08225,0.1293,0.01615,0.07808,0.3952,0.7191,0.02765,0.1095,0.2344,0.1539,0.05419,0.02058,0.02358,0.3764,0.1537
ADAM15,11.66,13.25,23.22,23.82,13.8,14.01,7.953,21.35,31.83,17.5,8.007,12.04,20.2,7.014,12.02,17.15,24.12,24.03
ADAM17,3.43,3.583,4.565,5.617,3.401,2.645,2.767,4.407,11.3,6.665,1.923,3.032,5.689,2.36,1.59,3.01,5.617,6.769
ADAM18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM19,18.53,19.95,19.41,47.35,29.26,12.57,15.61,33.27,51.26,34.29,15.38,15.41,19.24,13.52,18.28,41.04,31.27,17
ADAM2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM20,0.03593,0.1069,0.09445,0.1417,0.04618,0,0.09957,0.09215,0.06403,0.06017,0.02822,0.02911,0.0565,0.08292,0.03779,0.07056,0.1455,0.04623
ADAM20P1,0.1271,0.1112,0.1114,0.1319,0.08752,0.1554,0,0.1019,0.236,0.06653,0.08321,0.03679,0.1111,0.1222,0.05571,0.1135,0.143,0.05841
ADAM21,0,0,0,0,0,0,0.02022,0,0,0.07638,0.07165,0.02112,0,0,0,0,0,0.03353
ADAM21P1,0,0,0,0,0,0,0,0,0,0,0.0617,0.02728,0,0,0,0,0,0.04332
ADAM22,0.2642,0.3467,0.3472,0.4994,0.3032,0.4038,0.2929,0.3932,1.037,0.2173,0.1173,0.2621,0.3215,0.07984,0.07719,0.2948,0.4671,0.2428
ADAM23,0.0902,0.1841,0.9484,0.3432,0.1932,0.34,0.1583,0.1687,0.2679,0.2045,0.09839,0.087,0.197,0.1388,0.07027,0.02684,0.3382,0.1105
ADAM28,1.474,2.496,1.891,4.479,2.817,0.7548,1.721,3.555,4.575,1.368,1.538,1.325,2.116,1.688,0.8335,1.883,3.345,1.983
ADAM29,0.02539,0,0.4004,0,0,0.5743,0.02814,0,0,0.07973,0,0,0,0,0,0,0,0
ADAM30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM32,0,0,0,0,0,0,0,0,0,0,0,0,0.02875,0,0,0,0,0
ADAM33,0.04043,0,0,0.02098,0,0,0,0,0,0.02116,0,0.0585,0.01766,0,0,0,0.02274,0
ADAM3A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM3B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM7-AS1,0.1089,0.09526,0.1908,0.113,0.3998,0,0,0.1745,0,0,0,0.06302,0.09513,0.2513,0,0,0.49,0
ADAM7-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAM8,174.1,136.3,102,243.3,232,48.86,63.92,201.4,422.2,148.6,98.48,133.8,149.6,93.37,112,277.2,236.1,151.7
ADAM9,1.035,0.6185,1.284,1.574,0.7619,0.9083,0.5906,1.265,3.545,2.134,0.456,0.854,1.262,0.5045,0.3712,0.8506,1.695,2.392
ADAMDEC1,0,0.2079,0.2083,0.2056,0.5455,0,0.04391,0.0635,0.05883,0.1659,0.07779,0.04586,0.2077,0.09143,0.0463,0,0.04457,0.3277
ADAMTS1,0.1118,0.4075,0.1959,0.2127,0.2908,0.4443,0.2169,0.9558,2.048,0.1365,0.2195,0.1833,0.293,0.2007,0.05444,0.1331,0.7338,0.2055
ADAMTS10,1.433,2.953,2.792,1.566,2.631,2.859,2.132,2.75,4.62,1.796,1.518,2.226,3.789,2.031,0.5509,0.5049,4.561,1.889
ADAMTS12,0,0,0.0089,0,0,0,0,0,0,0.01063,0.03324,0.02939,0,0.007814,0,0,0,0
ADAMTS13,0.1384,0.1615,0.2426,0.2395,0.1977,0.06582,0.1279,0.2959,0.3655,0.0161,0.1913,0.03561,0.1747,0.1657,0.06291,0.06865,0.2596,0.1696
ADAMTS14,0.06157,0.1212,0.04046,0.04792,0.113,0.3293,0,0.1234,0.2971,0.09666,0.0403,0.03563,0.04034,0,0.05396,0,0.1559,0.02829
ADAMTS15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS16,0.0194,0.01697,0,0.02013,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05348
ADAMTS16-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS17,0.05595,0.04518,0.07543,0.04914,0.07507,0.03684,0.05964,0.03449,0.05752,0.04505,0.01127,0.03737,0.06016,0.04304,0.01257,0.0461,0.05811,0.06328
ADAMTS18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.009813
ADAMTS19-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS2,0.01321,0,0.01158,0.04114,0,0.1939,0.02197,0,0,0.899,0,0,0,0.01017,0,0,0.01487,0.1093
ADAMTS20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS3,0,0,0,0.01428,0,0,0,0,0.02043,0,0,0,0,0,0,0,0,0
ADAMTS4,0.08134,0.1229,0.06479,0.09209,0.1358,0.05424,0.01639,0.09481,0.2086,0.0387,0.05324,0.06419,0.1098,0.01138,0.04752,0.066,0.08319,0.06116
ADAMTS5,0.0387,0.01693,0.1102,0.2209,0.03553,0,0.09653,0.06204,0.273,0.06076,0.08866,0.0336,0.1437,0.0521,0.02261,0.2073,0.1197,0.1423
ADAMTS6,0.05339,0.09925,0.07017,0.03463,0.01225,0.04488,0.06288,0.06418,0.0991,0.06287,0,0.02318,0.1399,0.02054,0.0039,0.02383,0.03754,0.06133
ADAMTS7,0.03254,0.02846,0.04276,0.1013,0.2837,0.08951,0,0.2608,0.07247,0.06811,0.09583,0.04708,0.05685,0,0.02852,0.08713,0.07321,0.01495
ADAMTS7P1,0.4264,0.5256,0.5095,1.81,4.092,0.1185,0.5801,2.61,2.216,0.1623,0.6851,0.3926,1.084,0.328,1.234,0.917,0.5452,0.5522
ADAMTS8,0.02662,0.02329,0.06998,0.08289,0.04888,0,0.01475,0,0.1581,0,0,0,0.02326,0.02048,0.01556,0.04753,0.1198,0
ADAMTS9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS9-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTS9-AS2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL1,0,0.007455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAMTSL2,0,0.05812,0.07762,0.02299,0.122,0.02708,0.02455,0,0,0.04636,0.0145,0.02564,0.01935,0,0.02588,0,0.02492,0.02035
ADAMTSL3,0,0,0,0,0,0.06386,0,0,0.0141,0,0.01865,0.005497,0.008297,0,0,0,0,0
ADAMTSL4,11.33,9.366,13.14,19.33,11.58,10.92,8.596,13.07,50.93,22.65,6.427,13.22,18.18,7.431,8.42,21.69,26.16,23.28
ADAMTSL4-AS1,6.713,6.198,3.594,13.26,7.017,4.559,3.1,7.471,42.22,8.001,4.882,9.658,14.42,5.379,4.249,11.65,23.6,13.36
ADAMTSL4-AS2,8.049,5.432,7.858,13.25,8.971,8.083,5.226,9.399,62.83,13.48,5.569,11.11,16.07,5.661,4.77,15.81,29.36,18.6
ADAMTSL5,0.6498,1.496,1.289,1.42,1.601,1.61,1.024,0.7675,1.676,0.8233,0.5596,0.574,1.106,0.4999,0.4396,0.5495,0.4617,0.9743
ADAP1,28.57,24.96,24.39,33.71,36.31,15.26,12.51,31.95,45.97,23.51,11.5,16.35,28.35,10.91,20.32,37.41,40.99,30.17
ADAP2,4.842,4.748,8.7,6.401,4.473,4.675,2.7,6.327,12.36,8.812,2.099,4.908,7.409,1.969,2.793,3.744,7.598,13.12
ADAR,42.53,44.94,41.8,69.01,46.06,33.41,35.79,55.36,191.3,91.79,22.85,49.14,64.63,31.48,23.74,72.63,73.77,70.65
ADARB1,0.9544,2.056,1.781,2.617,1.866,0.94,1.574,2.653,3.674,1.32,0.8714,1.047,2.218,0.9336,0.7917,1.257,2.419,2.252
ADARB2,0.1823,0.1894,0.08987,0.01183,0.3452,0.1742,0,0.09133,0.3046,0.4771,0.01492,0,0.009956,0,0,0,0.2564,0.01047
ADARB2-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADAT1,3.259,4.833,4.783,6.275,4.757,2.59,3.992,6.399,13.09,4.025,2.805,3.499,6.563,3.034,2.028,3.476,8.012,6.2
ADAT2,1.03,1.634,1.215,1.069,1.184,0.671,1.243,1.111,2.287,0.9271,0.7562,0.9417,1.834,0.6592,0.2813,0.3781,1.495,1.141
ADAT3,2.899,2.801,5.557,3.134,3.271,4.727,1.741,3.679,3.767,3.035,1.423,1.853,2.005,1.998,1.976,2.804,3.602,2.498
ADCK1,0.7778,1.548,1.261,1.231,1.017,1.403,1.132,1.621,2.685,0.9362,0.8654,1.114,1.41,0.7928,0.8521,1.441,1.422,1.376
ADCK2,4.043,6.655,6.73,6.637,5.938,3.752,3.015,6.303,7.258,4.924,3.416,3.999,6.261,3.675,2.792,3.313,6.822,6.113
ADCK5,1.733,2.588,2.618,2.791,2.112,0.8404,1.226,2.203,3.816,1.408,1.076,1.522,2.376,1.54,1.222,1.494,2.656,2.527
ADCY1,0.02951,0.006453,0.01293,0.02297,0.006771,0,0.004088,0,0.01095,0.03088,0,0,0.01289,0,0.02586,0.03292,0.03319,0
ADCY10,0.02208,0.05796,0.01935,0.01146,0.04054,0.02025,0.0306,0.0531,0.3443,0.0809,0.02891,0.006391,0.04823,0.01699,0.006452,0.138,0.1118,0.03044
ADCY10P1,0.9724,1.72,1.111,2.611,1.824,0.9434,0.7615,1.931,5.399,1.549,0.761,1.199,1.754,0.6667,0.4323,2.057,3.567,1.826
ADCY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY3,4.735,2.504,2.555,3.513,1.983,1.354,1.237,2.799,4.464,1.507,1.508,3.616,3.617,1.537,1.168,1.768,3.828,7.048
ADCY4,3.384,2.46,1.985,2.837,5.974,1.066,1.717,2.879,6.456,2.452,2.13,2.682,3.275,1.802,1.704,3.811,4.598,2.464
ADCY5,0.02259,0.1383,0.04948,0,0.08295,0.02762,0.08764,0.05431,0.1509,0.03547,0.02218,0.03269,0.08881,0.06082,0.0132,0.07057,0.1144,0.08304
ADCY6,0.01156,0.04046,0.05065,0.048,0.02123,0.01414,0.01922,0.03706,0.206,0.0121,0.0227,0.05353,0.0606,0.05336,0.02027,0.2064,0.01301,0.02125
ADCY6-DT,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY7,17.41,25.59,21.39,27.86,20.84,12.1,14.26,26.19,68.12,23.84,9.98,16.8,29.14,10.97,9.092,16.58,29.38,26.87
ADCY8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCY9,0.9934,1.935,1.938,2.676,1.585,1.316,1.757,2.767,5.532,1.386,1.06,1.157,3.1,0.7642,1.361,1.362,2.288,2.152
ADCYAP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADCYAP1R1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ADD1,23.53,42.24,49.7,60.05,43.32,32.55,37.57,60.59,102.8,48.77,25.97,30.66,53.45,27.86,27.57,48.15,64.45,52.94
ADD2,0.2908,0.8156,0.622,0.4705,0.5261,0.434,0.9007,0.9048,0.7874,0.4476,0.2463,0.3564,0.9415,0.2369,0.1099,0.2367,0.8083,1.148
ADD3,21.18,28.75,30.69,28.69,29.26,15.13,17.72,33.23,67.81,34.94,13.38,17.73,36.4,14.02,7.519,17.43,31.61,33.06
