,GSM5824838,GSM5824839,GSM5824847,GSM5824852,GSM5824855,GSM5824858,GSM5824868,GSM5824878,GSM5824885,GSM5824894,GSM5824904,GSM5824932,GSM5824943,GSM5824955,GSM5824967,GSM5824970,GSM5824979,GSM5824984
SLC35F3-AS1,0,0,0.08946,0,0.04686,0,0,0,0,0,0,0,0,0,0,0,0,0.04691
SLC35F4,0.007241,0.006335,0,0.007515,0,0,0,0,0.0215,0,0,0.004191,0,0,0,0,0,0
SLC35F5,2.264,2.759,2.507,3.411,2.992,0.8117,1.431,2.916,7.068,2.495,1.364,1.787,2.906,1.374,0.6788,1.47,3.234,2.495
SLC35F6,9.456,9.939,12.71,12.51,10.59,11.82,6.434,13.57,25.4,13.81,5.152,8.08,12.82,5.75,6.233,9.5,15.09,15.49
SLC35G1,0.1209,0.1693,0.3815,0.2385,0.2331,0.2588,0.01341,0.2908,0.3053,0.1772,0.08707,0.105,0.2536,0.1023,0.03533,0.1835,0.2177,0.2779
SLC35G2,0.1269,0.2109,0.3446,0.1712,0.1281,0.05429,0.09844,0.2644,0.5463,0.2523,0.08304,0.1615,0.3658,0.08784,0.1112,0,0.1998,0.1632
SLC35G3,0,0,0,0.05349,0,0,0,0,0,0.05394,0.03373,0.02983,0.04503,0,0,0,0.05798,0
SLC35G4,0,0,0,0,0,0,0,0.1467,0,0,0.05992,0,0,0,0,0,0,0
SLC35G5,0.08042,0,0.3523,0.08346,0,0,0,0.1289,0.1194,0.08417,0.2105,0,0.2108,0,0,0,0.09048,0.0739
SLC35G6,0.4849,0.2121,0.07082,0.3355,0.2226,0,0.0448,0.1295,1.08,0.2538,0,0,0.6355,0.1244,0.04722,0.505,0.09093,0.07427
SLC36A1,2.773,2.441,2.581,3.459,2.826,1.54,1.588,2.482,5.893,4.716,1.032,1.408,2.185,0.9332,1.225,3.047,3.009,3.148
SLC36A2,0,0,0,0,0,0,0,0,0,0,0.01664,0,0.02221,0,0,0,0,0
SLC36A3,0.03131,0.02739,0,0.03249,0.05748,0,0,0,0,0,0,0.03624,0,0,0,0,0.03522,0.02877
SLC36A4,1.811,1.661,1.574,1.88,1.623,0.6999,0.8032,2.09,4.605,1.729,0.7208,0.9981,1.684,0.7246,0.5419,0.802,2.038,1.425
SLC37A1,1.486,1.906,1.778,2.409,2.215,1.011,0.9162,2.382,3.707,1.555,0.8797,1.14,2.181,1.066,0.7854,1.505,2.141,2.808
SLC37A2,5.459,5.373,11.24,14.87,5.638,5.159,4.854,9.115,17.4,9.714,3.097,5.938,12.18,2.607,5.476,9.644,9.495,14.13
SLC37A3,6.068,3.298,3.151,6.427,3.438,1.007,2.671,4.002,11.23,9.696,2.68,4.321,3.643,2.247,1.503,6.776,6.855,4.933
SLC37A4,1.764,3.031,3.569,2.963,3.563,3.275,2.276,3.753,5.382,3.29,0.9658,2.191,3.195,2.122,1.593,1.575,3.645,2.476
SLC38A1,7.73,15.21,10.01,12.12,10.22,5.747,9.112,13.22,28.76,6.004,5.552,5.385,13.29,5.415,2.943,4.496,13.5,8.856
SLC38A10,14.39,25.99,25.15,35.15,20.28,11.23,11.98,27.92,62.95,24.98,13.23,16.73,26.24,12.87,15.91,33.1,33.4,28.93
SLC38A11,0.05229,0.06099,0.03055,0.03618,0.048,0,0.01932,0.1397,0.1035,0.07298,0.02282,0.03027,0.03046,0.05364,0,0,0.05883,0.06407
SLC38A2,26.38,15.33,15.05,21.4,18.08,8.125,11.61,18.37,47.04,17.22,9.042,15.09,18.91,9.032,4.118,12.08,18.49,20.63
SLC38A2-AS1,0,0,0,0,0,0.3578,0,0,0,0,0,0.0847,0,0,0,0,0,0
SLC38A3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A4,0,0,0,0,0,0,0,0,0,0,0.031,0,0,0,0,0,0,0
SLC38A4-AS1,0.533,0.4663,0.1868,0.4426,0.3914,0.391,0.1182,0.3417,0.3166,0.8926,0.7675,1.913,0.1863,0.328,0.1246,0.2855,0,0.9797
SLC38A5,18.72,20.27,14.48,17.71,17.94,19.96,39.66,15.79,16.71,17,15.92,13.36,35.19,16.93,13.83,14.42,15.21,45.12
SLC38A6,0.3204,0.5111,0.9082,0.4303,0.519,0.2419,0.3238,0.8458,0.9235,0.572,0.222,0.2291,0.5927,0.1885,0.08809,0.3196,0.5725,0.6061
SLC38A7,2.352,2.531,3.063,4.817,3.114,3.944,3.16,3.236,6.922,2.875,1.553,2.06,4.782,1.057,2.213,2.935,4.495,4.418
SLC38A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC38A9,1.856,2.221,2.44,2.493,2.656,1.318,1.089,2.582,4.135,2,1.018,1.485,2.862,1.428,0.6859,1.706,3.286,1.731
SLC39A1,29.33,17.79,18.8,22.43,23.2,10.64,6.371,24.68,43.6,22.89,10.37,19.65,17.44,8.963,11.13,22.08,32.86,22.68
SLC39A10,0.9799,1.653,1.51,1.371,0.9798,0.7274,0.8971,1.725,3.781,1.291,0.8418,0.79,1.712,0.8009,0.2607,0.492,1.752,1.399
SLC39A11,0.9272,1.108,2.12,1.514,1.412,1.182,0.7144,1.613,3.039,1.456,0.5328,0.7722,1.304,0.6611,0.6474,0.9184,1.755,1.777
SLC39A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09483
SLC39A12-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A13,8.369,9.197,10.09,8.9,11.21,6.265,4.606,9.508,13.91,5.44,3.94,4.878,9.082,4.111,4.238,6.92,11.56,7.286
SLC39A14,0.5371,0.8591,0.4975,0.8919,0.648,0.6098,0.6209,0.5657,1.732,0.7549,0.4319,0.2664,0.9787,0.2715,0.2242,0.3424,0.6906,0.8179
SLC39A2,0,0.0614,0,0,0,0.04291,0,0,0,0,0,0,0,0,0,0,0,0
SLC39A3,3.596,4.323,6.195,4.672,6.355,3.769,2.671,6.941,7.338,4.481,3.218,3.511,5.899,3.406,2.744,5.525,7.046,5.913
SLC39A4,1.276,0.9653,0.3323,2.004,1.424,0.4427,1.319,2.045,2.509,0.2887,0.7673,0.7983,1.717,0.6631,1.289,1.57,1.785,2.155
SLC39A5,0,0.1563,0.03914,0.1391,0.123,0.3004,0.1238,0.0716,0.06634,0.04676,0.117,0.1034,0.1171,0.06873,0.05221,0.5583,0.1005,0.3695
SLC39A6,3.476,5.369,6.526,6.04,4.321,5.269,5.856,6.399,13.24,5.426,2.431,2.667,5.292,2.597,1.799,3.457,6.1,5.019
SLC39A7,13.45,15.3,16.38,18.07,15.95,11.89,7.299,16.74,32.75,16.46,6.942,12.25,17.66,7.605,10.59,20.26,22.34,19.31
SLC39A8,1.476,1.396,1.551,1.559,1.428,1,0.7509,1.312,2.111,1.109,0.6409,0.8152,1.477,0.6811,0.2508,0.5987,1.524,1.578
SLC39A9,6.008,8.331,8.608,9.467,8.035,4.768,5.63,10.35,20.6,8.216,4.02,4.882,9.299,4.068,3.54,6.304,10.32,8.92
SLC3A1,0.8389,1.384,1.103,1.365,1.4,0.6643,0.951,1.345,2.463,0.9778,0.6239,0.5959,1.732,0.44,0.2896,0.1361,1.501,1.314
SLC3A2,9,13.72,14.61,12.76,13.05,13.14,7.356,13.92,27.98,15.5,7.289,8.938,16.77,6.708,7.448,12.03,19.11,16.22
SLC40A1,45.47,18.64,21.34,27.89,28.35,10.78,8.291,23.29,50.75,48.46,13.49,27.21,23.4,16.49,7.99,21.95,22.4,27.25
SLC41A1,2.566,4.655,4.13,3.452,4.71,5.008,5.003,4.265,8.635,2.427,1.928,2.266,4.599,2.091,1.643,1.171,4.747,3.423
SLC41A2,0.05659,0.1584,0.03967,0.1644,0.1039,0,0.07527,0.07256,0.1681,0.09477,0.04445,0.01965,0.0791,0.03483,0.03306,0,0.1273,0.1456
SLC41A3,3.087,5.428,6.139,5.991,5.129,4.038,4.38,8.312,12.83,4.588,2.727,3.412,7.038,3.039,3.012,4.877,7.987,6.439
SLC43A1,2.085,3.528,3.053,2.933,2.569,3.086,1.673,3.562,4.93,2.183,1.078,2.001,2.709,1.499,1.299,2.792,3.118,2.849
SLC43A2,30.35,31.88,24.07,50.49,34.83,14.89,13.16,40,84.05,36.61,19.45,23.48,27.96,22.8,24.64,60.46,52.22,25.1
SLC43A3,7.437,9.788,15.27,16.3,9.235,13.03,10.25,16.39,31.4,15.46,4.411,10.01,14.65,4.342,8.866,8.654,17.26,19.04
SLC44A1,1.341,1.288,2.222,2.455,1.153,0.8197,1.23,1.532,4.188,2.533,0.7465,1.2,1.777,0.8477,0.5989,1.451,1.873,2.302
SLC44A2,145.7,149.6,115.7,230.3,176.7,88.35,100.6,182.2,412.7,184.2,94.33,121.8,153.7,110.6,105.7,243.6,254.2,124.7
SLC44A3,0.1871,0,0,0,0.02453,0,0,0,0.07937,0,0.01749,0.1237,0,0.02056,0.01562,0,0.03007,0.04912
SLC44A3-AS1,0.04313,0.01886,0,0,0,0,0,0,0,0,0,0,0,0.03318,0,0,0.02426,0
SLC44A4,0,0,0,0.03654,0,0,0,0,0,0,0.04609,0,0.03076,0,0,0,0,0.03236
SLC44A5,0.01103,0,0.009668,0,0,0,0,0,0.01638,0,0,0,0,0,0,0,0,0
SLC45A1,0.3786,0.3975,0.3649,0.3929,0.3128,0.04629,0.1469,0.4248,0.6746,0.1981,0.04956,0.1315,0.2646,0.1748,0.3318,0.6759,0.08519,0.2436
SLC45A2,0,0,0,0,0.02793,0,0,0,0.04518,0,0.03983,0,0.02658,0,0.01778,0.1358,0.1369,0
SLC45A3,0.9969,1.719,3.918,4.582,2.196,2.96,1.089,2.922,7.317,2.296,5.201,2.39,1.145,2.695,2.363,2.619,3.557,0.6805
SLC45A4,9.7,8.161,4.784,18.99,10.55,3.221,3.688,10.86,23.19,9.836,4.638,5.249,8.276,5.161,5.627,18.66,15.27,5.938
SLC45A4-AS1,0.4979,0.2903,0.5816,1.378,0.3047,0.3044,0.09198,1.064,3.203,1.042,0.2172,0.6723,0.5799,0.766,0.3879,2.222,0.7468,0.4575
SLC46A1,1.71,2.345,1.93,1.82,1.463,1.639,1.574,2.322,3.335,1.744,0.9388,1.266,2.228,1.282,0.7704,0.763,2.592,2.17
SLC46A2,2.168,1.363,2.387,2.926,1.281,0.7208,1.254,1.911,3.159,1.957,0.9846,1.788,3.09,0.7923,1.093,1.875,2.607,3.674
SLC46A3,7.479,7.224,7.995,8.271,7.845,4.837,8.146,8.747,17.58,7.253,3.818,7.119,8.425,5.087,2.699,4.149,10.82,8.571
SLC47A1,0.2356,0.2576,0.129,0.489,0.4325,0.09001,0.3101,0.6136,1.487,0.09246,0.3276,0.7328,0.6946,0.2265,0.2925,0.2366,0.5963,0.6494
SLC47A2,0,0.05312,0,0.02101,0,0.09899,0,0.03244,0.09016,0.06355,0.01325,0,0.03536,0.01557,0.01183,0,0.06831,0.0372
SLC48A1,3.134,4.252,3.826,6.195,4.51,3.638,3.484,4.742,6.118,4.165,2.178,2.68,3.8,1.802,3.076,3.662,4.933,4.256
SLC49A3,4.187,2.436,2.233,3.457,3.459,1.024,0.7163,2.509,4.217,3.163,1.025,3.15,2.862,1.288,1.393,3.428,3.297,3.931
SLC49A4,3.028,2.322,1.94,3.958,2.041,1.722,1.057,3.057,6.659,3.49,1.505,2.462,1.766,1.216,1.321,3.362,3.515,2.378
SLC4A1,32.47,19.26,55.24,20.17,16.11,13.16,49.7,21.12,19.42,61.87,22.06,29.55,61.41,25.51,16.73,14.99,23.08,96.95
SLC4A10,0.5073,0.3718,0.06006,0.1138,0.5286,0,0.1976,0.5054,0.7736,0.0287,0.5833,0.8093,0.6707,0.7382,0,0,0.3702,0.4661
SLC4A11,0.06035,0.06599,0.02644,0.03132,0.1108,0.1291,0.03345,0.1209,0.1344,0.09474,0.08887,0.04366,0.02636,0,0.008815,0.09426,0.01697,0.09705
SLC4A1AP,6.244,6.913,7.636,9.282,8.896,4.572,4.145,9.799,16.27,9.735,3.193,5.326,8.978,3.903,3.306,6.386,8.415,10.49
SLC4A2,7.293,9.292,10.08,12.53,10.01,6.115,4.404,11.98,19.2,8.176,4.489,6.283,10.67,4.723,6.353,10.05,12.95,11.04
SLC4A3,0.1974,0.1726,0.3113,0.3687,0.1812,0.1206,0.1094,0.2531,0.2344,0.06197,0.155,0.1828,0.1034,0.1366,0.1038,0.08808,0.1776,0.1995
SLC4A4,0.09785,0.2041,0.2044,0.08593,0.1451,0.2025,0.03337,0.2051,0.4582,0.1418,0.06404,0.06099,0.2236,0.05211,0.04398,0.03359,0.1355,0.1314
SLC4A5,0.6635,1.029,0.7267,0.986,0.706,0.3964,0.5432,0.5317,1.769,0.6471,0.4244,0.7069,1.107,0.5452,0.2291,0.6999,1.103,1.122
SLC4A7,1.725,2.789,2.277,2.38,2.195,0.9078,1.943,2.853,6.42,1.52,0.9219,0.9542,3.129,0.9575,0.5167,0.7699,2.874,2.037
SLC4A8,0.2068,0.3845,0.3624,0.6708,0.5695,0.3833,0.3296,0.9116,1.488,0.3518,0.2665,0.2581,0.7679,0.179,0.253,0.4384,0.7417,0.6117
SLC4A8-AS1,0.03107,0.08153,0,0.09673,0.08555,0,0.05165,0.1494,0.2306,0.03252,0.122,0.01798,0.1086,0,0,0,0.1049,0.02855
SLC4A9,0,0,0,0.02252,0.01991,0,0,0.03477,0.09664,0.04541,0.0284,0,0,0,0,0,0.04881,0.03987
SLC50A1,8.817,9.516,13.9,12.89,12.56,9.485,5.49,15.51,16.32,11.81,6.333,8.814,12.05,6.915,5.787,6.746,13.91,15.1
SLC51A,2.229,1.418,1.184,1.192,1.364,0.7019,1.048,1.191,4.914,3.605,0.9726,2.932,1.947,1.143,0.7893,0.2412,3.04,3.165
SLC51B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC52A1,0.07999,0.1399,0.07008,0.2075,0.1101,0,0,0.0641,0.2375,0,0.07853,0.09259,0.1398,0.1846,0,0.1785,0.135,0.0735
SLC52A2,4.615,7.82,8.379,9.062,10.46,5.338,4.056,9.796,13.58,6.571,4.762,4.668,10.72,3.902,4.397,11.32,10.57,8.482
SLC52A3,0,0,0,0,0,0,0,0,0,0.03146,0,0,0,0,0,0,0,0
SLC5A1,0,0,0,0,0,0,0,0,0,0.03875,0,0,0,0,0,0,0,0
SLC5A10,3.251,5.376,4.526,5.061,5.416,1.62,2.345,4.604,4.033,1.981,2.215,2.358,4.357,3.117,1.691,2.206,5.586,3.724
SLC5A11,0.08789,0.2306,0.02567,0.4865,0.1345,0.01791,0.06494,0.09391,0.087,0.03066,0,0.06782,0.02559,0.06761,0.1883,0.4968,0,0.05384
SLC5A12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A2,1.218,1.959,1.875,1.88,2.297,0.7247,0.8213,1.795,2.347,0.9995,0.9483,0.9529,1.899,0.7853,0.7312,0.6173,2.186,1.876
SLC5A3,1.687,1.585,1.771,2.028,1.64,1.021,1.157,2.008,5.506,1.058,0.6996,0.928,1.744,0.591,0.3952,1.535,1.823,1.274
SLC5A4,0,0,0,0.03833,0,0,0.1433,0.2368,0,0.07732,0,0.02138,0.03227,0.02841,0.02158,0,0.1662,0.06788
SLC5A4-AS1,0.04004,0,0.1052,0.04155,0.01838,0.2325,0.2552,0.03208,0.1783,0.02095,0.0131,0.03476,0.2099,0.0154,0.04678,0.2323,0.04504,0.2023
SLC5A5,0.1985,0.3666,0.4252,0.1373,0.3644,0.05393,0.1589,0.3889,0.393,0.2539,0.02887,0.1149,0.6359,0.2036,0.09021,0,0.4963,0.4054
SLC5A6,2.772,4.442,4.879,4.354,4.684,2.01,3.753,6.056,8.306,3.466,2.152,2.272,5.208,2,2.351,5.168,6.652,4.103
SLC5A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC5A8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207
SLC5A9,0.1369,0.2276,0.108,0.2132,0.264,0.3851,0.1138,0.3292,0.5897,0.473,0.1793,0.2219,0.1555,0.1053,0.128,0.3545,0.2465,0.2013
SLC66A1,1.647,1.376,1.703,2.217,2.301,0.9431,0.7153,2.235,3.634,1.615,0.9127,1.193,1.698,0.9243,1.187,2.688,2.186,1.854
SLC66A1LP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC66A2,8.195,7.243,8.39,9.902,9.368,3.697,3.55,7.537,10.09,9.523,6.59,10.29,7.204,5.885,6.072,11.38,8.99,9.049
SLC66A3,3.941,4.344,5.949,5.485,5.047,2.254,2.383,6.295,10.44,4.236,2.518,3.629,6.757,1.925,1.727,2.804,5.781,7.561
SLC6A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A1-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A10P,0.07548,0.08803,0.06613,0.02611,0.02309,0.09228,0.01394,0.04033,0.03736,0.1317,0.03293,0.1019,0.02198,0.03871,0.0294,0.02246,0.0283,0.04624
SLC6A10PB,0.3444,0.3476,0.4874,0.2199,0.1945,0.3887,0.2349,0.2123,0.236,0.6654,0.2081,0.2453,0.2314,0.3668,0.2786,0.02365,0.1788,0.3652
SLC6A11,0,0,0.01511,0,0,0.01054,0,0,0,0.006016,0,0,0,0.004422,0,0,0,0
SLC6A12,1.652,1.084,0.0362,1.886,1.119,0,0.6182,0.9932,2.331,0,0.365,1.315,2.635,0.429,0.9655,2.581,1.51,5.618
SLC6A12-AS1,0,0.111,0,0.1317,0.1165,0,0,0,0.1885,0,0.1661,0.2204,0.5544,0,0.07416,0.793,0.1428,0.8164
SLC6A13,0,0.03555,0.0356,0.1265,0.1678,0,0.03378,0.03256,0.0905,0.02126,0.0133,0.04703,0.08875,0.03126,0.04748,0,0.06857,0.07468
SLC6A14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A16,1.525,2.555,1.585,2.065,2.871,0.8374,2.192,2.403,3.454,1.84,1.506,1.511,2.71,1.233,0.891,0.8305,3.373,1.995
SLC6A17,0,0,0,0,0,0.009082,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A17-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A18,0,0,0,0,0,0,0,0,0,0,0,0,0.2014,0,0,0,0,0
SLC6A19,0,0,0.5076,0.1746,0.01716,0,0.09322,0,0.02775,0.1174,0.0367,0.05408,0.08164,0.08626,0.09828,0.01668,0.02103,0.1374
SLC6A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A20,0.03105,0,0,0.01611,0,0.02847,0,0.02488,0.06915,0.01625,0.01016,0.008984,0,0,0.01814,0.01386,0.01746,0
SLC6A3,0.049,0.04287,0.02147,0,0.02249,0,0,0,0.03638,0,0,0,0.107,0.01885,0,0,0.05513,0.02252
SLC6A4,0.03049,0.09336,0.06679,0.1741,0.014,0.05592,0.0338,0.2444,0.2943,0.06383,0.09979,0.1059,0.1465,0.05864,0.07127,0.245,0.223,0.09807
SLC6A5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A6,41.93,30.51,18.28,51.66,37.49,13.01,14.31,35.33,99.7,41.6,18.83,30.61,28.09,20.24,16.95,44.39,51.42,27.71
SLC6A7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC6A8,10.58,10.68,19.09,8.243,8.018,15.92,12.59,7.962,9.122,26.27,9.785,12.29,12.47,11.48,7.992,6.511,8.072,15.46
SLC6A9,0.273,0.7598,0.5219,0.5924,0.6378,0.622,0.9078,0.2387,0.2211,0.8312,0.2761,0.4452,0.6504,0.3054,0.6815,0.6645,0.4746,0.9578
SLC7A1,1.239,2.191,2.387,2.693,1.517,2.036,2.533,2.317,5.214,2.162,1.141,1.33,3.338,1.321,0.8221,1.786,2.019,3.369
SLC7A10,0,0.1434,0,0.08506,0,0.0501,0.1363,0.06568,0.2434,0.2145,0.02682,0.04743,0.0716,0,0.07183,0.256,0.1383,0
SLC7A11,0.069,0.06899,0.06046,0.1125,0.04524,0,0.02732,0.0474,0.3952,0.05159,0.1161,0.1426,0.07751,0.1289,0.00576,0.1232,0.1885,0.05435
SLC7A11-AS1,0.02075,0,0,0.02154,0,0,0,0.06653,0,0.02172,0,0.02402,0.03626,0,0,0,0,0
SLC7A13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A14,0,0,0,0,0,0,0.005279,0,0,0,0,0,0,0,0,0,0,0
SLC7A14-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLC7A3,0,0.03774,0,0,0,0,0,0,0,0,0.0847,0,0,0,0,0,0,0
SLC7A4,0.08341,0.1824,0,0,0,0,0,0,0,0,0.05459,0,0,0,0,0,0.09384,0
SLC7A5,2.394,3.842,5.772,6.426,3.47,4.72,3.003,4.818,8.366,9.815,2.757,2.834,4.34,2.617,3.881,5.414,6.075,6.897
SLC7A5P2,0.3406,1.059,0.829,1.336,0.6601,0.4165,0.4824,0.6066,1.461,0.8715,0.09908,0.6133,1.223,0.262,0.3759,0.6419,0.9367,1.043
SLC7A6,4.948,7.995,6.796,8.879,7.46,3.896,8.282,9.553,16.73,4.537,4.582,6.008,11.83,4.958,3.032,5.511,9.673,10.31
SLC7A6OS,5.679,9.379,8.261,9.398,8.514,4.397,7.753,10.58,16.8,5.462,5.267,6.396,11.61,5.33,3.382,6.067,11.42,10.7
SLC7A7,55.66,44.92,60.91,61.83,42.67,38.63,28.48,70.88,127.8,68.72,25.81,55.99,65.94,28.85,28.31,40.27,82.02,91.01
SLC7A8,0.3161,0.5357,0.7616,1.353,1.705,0.5555,0.5913,0.9183,1.907,0.3929,1.254,0.869,1.053,1.216,0.7503,1.005,0.4001,0.3812
SLC7A9,0.08035,0.04686,0.09387,0.139,0.07376,0,0,0,0.1193,0.02803,0.05259,0.1085,0.1872,0.1442,0.07825,0,0.1205,0
SLC8A1,1.022,0.5506,1.067,1.798,0.4996,0.3961,0.5951,1.513,5.096,2.104,0.5477,0.9878,1.087,0.5696,0.4283,1.107,1.991,1.922
SLC8A1-AS1,0.09639,0.08432,0,0.2001,0,0,0,0,0.7157,0.1009,0.3154,0.2789,0,0.1483,0,0.8604,0.4338,0.2657
SLC8A2,0.03752,0,0.08219,0,0.01722,0,0.0104,0,0,0,0,0.01086,0,0,0,0,0.04222,0
SLC8A3,0.04542,0.02649,0.1327,0.06285,0.006949,0.02314,0.08391,0.01213,0.1124,0.03962,0.06936,0.08324,0.04629,0.04659,0.07077,0.006757,0.04258,0.04869
SLC8B1,16.91,16.77,16.01,19.71,22.73,6.4,8.306,20.03,35.17,17.14,10.43,14.44,18.92,9.633,8.726,17.2,21.07,19.27
SLC9A1,9.737,10.55,9.516,18.8,13.77,8.881,13.1,13.52,32.69,16.9,7.186,10.11,15.07,7.945,10.8,23.75,16.17,14.58
SLC9A2,0,0,0,0.0179,0,0,0,0,0,0.0361,0,0,0,0.01327,0,0.1231,0,0
SLC9A3,0.852,1.415,1.782,1.083,1.5,0.946,1.272,1.366,2.04,0.8189,0.6259,1.258,1.99,0.9496,0.4267,0.6673,1.428,1.534
SLC9A3-AS1,0.7046,1.28,1.33,0.5625,0.796,0.7952,2.313,0.7819,1.127,0.5673,0.8514,1.663,3.741,1.167,0.3167,0.2419,1.585,2.241
SLC9A3-OT1,1.995,3.005,3.593,2.243,3.001,1.592,2.825,3.02,4.855,1.798,1.306,2.662,3.437,1.449,0.9713,1.682,3.366,2.852
SLC9A3R1-AS1,9.504,14.92,11.82,16.69,18.64,6.704,5.493,20.18,29.55,10.71,8.4,8.51,16.96,8.186,10.39,24.73,20.38,10.45
SLC9A4,0.0229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02105
SLC9A5,0.1852,0.2592,0.2758,0.2498,0.4419,0.1472,0.05131,0.1187,0.2475,0.2132,0.0606,0.08574,0.2427,0.02849,0.1515,0.1157,0.4166,0.2552
SLC9A6,1.839,2.54,3.745,3.294,2.731,2.238,1.859,2.63,7.149,2.85,1.098,1.701,3.056,1.387,0.7376,1.191,3.429,2.933
SLC9A7,1.147,1.466,1.232,2,1.008,0.695,0.9932,2.162,3.19,0.8874,0.6999,0.881,1.532,0.6818,0.4109,0.8772,2.406,1.496
SLC9A7P1,1.957,1.073,1.51,2.001,0.8582,0.6072,0.4696,1.639,2.95,2.293,0.3824,0.5411,1.149,0.3821,0.6316,0.8345,1.742,1.718
SLC9A8,15.5,10.73,7.444,15.01,12.92,5.753,6.875,12.77,29.25,18.64,5.06,12.34,12.72,7.046,6.311,19,21.44,14.66
SLC9A9,1.148,1.4,1.771,1.77,1.237,1.577,0.9279,2.093,3.502,1.796,0.5306,0.9628,1.904,0.5103,0.689,1.081,1.635,2.177
SLC9A9-AS1,0.3729,0.4893,0,0.1935,0,0,0,0,0,0,0,0,0,0.1434,0,0,0,0
SLC9B1,0.1651,0.3611,0.2532,0.6854,0.5683,0.1766,0.3889,0.3969,0.6742,0.5184,0.2702,0.4061,0.3245,0.3493,0.1206,0.6632,0.5108,0.4931
SLC9B2,0.5327,0.894,0.6954,0.7786,0.958,0.3522,0.7532,0.4182,1.13,0.4096,0.5266,0.2769,1.073,0.3429,0.2541,0.4076,0.8562,0.5695
SLC9C1,0,0,0,0,0,0,0,0,0.04697,0,0,0,0,0,0,0,0,0
SLC9C2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03341,0,0,0,0
SLCO1A2,0,0,0.01229,0,0,0.01715,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B3-SLCO1B7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1B7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLCO1C1,0.005248,0,0,0.01634,0,0,0.01745,0,0.007792,0.005492,0.006869,0.006074,0.01375,0.004037,0,0,0,0.004822
SLCO2A1,0,0,0,0,0,0,0,0,0.1232,0,0,0,0.01812,0.01595,0,0,0,0.07624
SLCO2B1,0.1079,0.03775,0.03781,0,0,0.02638,0,0.03459,0.03204,0.1581,0,0,0,0.0166,0.01261,0,0,0.01983
SLCO3A1,15.52,12.79,11.25,25.44,17.15,7.292,10.47,19.21,42.38,16.59,9.647,13.35,17.4,10.26,9.964,23.56,23.15,18.26
SLCO4A1,0.06915,0.09505,0.04327,0.1025,0.09974,0.04227,0.07117,0.06333,0.088,0.06203,0.04526,0.04002,0.1036,0.007599,0.06926,0,0.0889,0.1543
SLCO4A1-AS1,0.06787,0.05938,0.05947,0.2113,0.0623,0,0.1129,0,0.1008,0,0.04442,0.03928,0.0593,0,0.03966,0,0,0.06237
SLCO4A1-AS2,2.396,2.39,2.136,1.614,2.566,1.195,1.34,2.864,3.028,1.584,1.128,1.691,2.516,1.374,0.6264,2.251,2.98,2.144
SLCO4C1,2.124,2.857,2.538,3.207,2.482,1.642,1.528,3.096,9.386,5.44,1.862,1.9,3.405,1.783,0.8002,2.429,3.081,2.323
SLCO5A1,134.1,128.6,30.59,49.18,57.34,60.54,54.59,90.2,36.11,48.27,98.81,66.11,68.44,171.1,39.48,63.07,70.73,42.38
SLCO6A1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SLEAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
