GSM5824838	GSM5824839	GSM5824847	GSM5824852	GSM5824855	GSM5824858	GSM5824868	GSM5824878	GSM5824885	GSM5824894	GSM5824904	GSM5824932	GSM5824943	GSM5824955	GSM5824967	GSM5824970	GSM5824979	GSM5824984
0.01697	0.04455	0	0.01762	0.01558	0	0	0.02721	0	0	0	0	0	0	0.01984	0.1212	0	0
5.422	7.92	6.066	8.14	6.444	5.83	3.944	5.277	8.698	6.739	3.169	3.727	5.287	2.57	2.687	6.05	6.536	5.205
0	0.04755	0	0.02821	0	0	0.09037	0.04356	0	0	0.03557	0.01573	0.02374	0	0.01588	0	0	0
3.259	4.833	4.783	6.275	4.757	2.59	3.992	6.399	13.09	4.025	2.805	3.499	6.563	3.034	2.028	3.476	8.012	6.2
31.48	34.24	43.8	34.28	43.04	24.44	20.19	42.34	62.97	31.16	18.36	32.98	48.46	18.52	17.03	25.97	47.29	56.4
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.6407	1.259	1.286	1.196	0.9495	0.9608	0.7962	1.75	3.213	0.818	0.6563	0.6668	1.25	0.5503	0.4096	0.3667	1.199	0.8106
5.017	7.534	8.546	6.956	7.269	5.333	5.292	9.632	14.12	6.584	2.524	3.37	7.818	2.909	2.199	4.345	8.846	7.449
12.33	14.59	12.99	28.17	17.57	5.962	8.666	21.95	44.93	21.36	10.02	14.52	17.56	10.3	10.58	29.16	27.2	16.58
0	0	0	0	0	0	0	0	0	0	0	0	0.05614	0	0	0	0	0
3.071	2.696	2.642	3.164	3.055	1.242	0.8294	3.956	5.92	3.343	1.462	2.249	2.449	1.392	0.92	2.572	3.857	2.945
10.28	13.67	16.79	17.12	15.82	8.167	8.942	18.11	29.19	11.56	6.367	8.229	16.52	6.669	5.385	8.879	17.91	17.22
0.2863	0.4272	0.3837	0.2971	0.201	0.175	0.028	0.3239	0.3501	0.5112	0.2205	0.5556	0.309	0.1684	0.05904	0.466	0.2084	0.4488
31.53	19.85	14.59	23.22	24	10.37	11.59	11.51	19.41	21.34	13.17	17.38	23.05	12.72	8.564	19.51	12.51	20.9
11.92	17.7	25.69	29.18	16.69	12.89	10.04	35.83	37.39	18.66	7.5	14.43	23.51	11.54	8.472	14.46	29.01	31.17
2.394	3.842	5.772	6.426	3.47	4.72	3.003	4.818	8.366	9.815	2.757	2.834	4.34	2.617	3.881	5.414	6.075	6.897
0	0.4783	0.1597	0	0.2509	0.0557	0.0505	0.4381	0.5412	0.09537	0.2386	0	0.2388	0	0.1597	0.08133	1.025	0.08373
11.36	18.7	15.79	24.04	15.79	8.168	11.57	22.54	42.41	11.92	8.237	10.98	19.42	8.285	10.86	15.98	23.33	18.36
12.87	11.04	9.175	16.12	14.13	7.108	7.345	14.9	21.47	11.99	6.766	9.231	11.39	6.534	7.577	14.57	16.79	14.5
6.659	8.66	7.26	11.33	7.573	4.401	6.667	9.462	21.04	8.296	4.156	5.762	9.56	4.259	4.017	7.653	11.11	8.726
0.04449	0.1168	0.03898	0.06926	0.1021	0	0.04931	0	0.03303	0.02328	0	0.07725	0.1943	0.06845	0.013	0	0.1001	0.1022
29.07	27.22	27.56	31.79	36.91	19.58	11.83	35.24	49.18	25.17	16.31	21.14	26.19	14.33	19.03	38.65	41.67	26.6
5.771	11.84	12.72	11.39	11.79	8.2	6.748	11.23	15.4	6.273	5.458	7.855	12.69	5.293	5.354	7.274	16.16	9.907
7.546	8.132	7.406	8.999	9.752	4.231	4.529	9.265	19.14	7.228	4.203	7.795	11.79	4.807	3.633	9.957	12.09	9.461
32.08	40.77	39.03	49.95	51.04	23.28	24.7	56.55	95.92	34.41	25.46	32.52	51.76	26.28	27.64	48.58	72.84	40.66
0.8103	1.827	1.447	1.229	1.345	1.467	2.125	5.845	6.895	0.5872	1.265	2.273	3.104	1.63	0.5463	1.113	6.241	1.375
0.7624	0.9587	1.628	1.335	1.181	0.5826	1.03	0.9165	1.486	1.247	0.8732	0.5791	1.249	0.7698	0.6125	1.616	1.287	1.095
0.676	0.5322	0.4146	0.3333	0.574	0.2273	0.3653	0.4334	0.7277	0.4953	0.188	0.4597	0.5463	0.221	0.2864	0.4676	0.7415	0.6057
0	0.255	0	0	0	0	0	0	0.5771	0.1017	0	0	0	0	0	0	0	0.08929
0.02491	0	0	0	0	0	0	0	0	0	0.0163	0	0.02176	0	0	0	0	0
0.0502	0.01098	0	0.06513	0.02304	0	0.006956	0	0.03727	0.01314	0.04107	0.1453	0.01096	0.05793	0.022	0.07841	0.05648	0.02307
0.3858	0.7977	0.6453	1.929	0.7082	1.265	0.2138	1.068	1.458	1.321	0.2066	0.3857	0.4596	0.2158	0.7582	1.409	1.065	0.3223
36.33	33.14	47.69	46.01	46.78	42.84	30.44	54.95	77.32	44.91	22.03	30.32	47.59	22.37	20.03	36.75	55.13	58.44
24.4	21.61	22.18	39	27.92	16.31	12.82	34.23	60.88	27.22	12.78	19.94	23.31	14.37	16.21	44.09	41.25	24.24
67.87	21.12	13.04	21.78	36.26	4.311	5.453	21.76	61.38	24.68	7.681	49.24	44	13.42	10.52	39.81	38.1	58.3
12.79	32.01	40.31	46.44	30.25	23.28	37.37	42.79	96.75	31.3	16.52	21.18	48.26	21.76	19.83	34.91	46.13	40
0.3801	0.4655	0.3997	0.9073	0.4885	0.3253	0.4003	0.3655	0.7902	0.3581	0.4976	0.616	0.6641	0.3801	0.2887	0.7125	0.898	0.3144
1.97	2.585	4.134	2.852	2.57	2.631	1.58	4.82	6.005	1.574	1.425	2.55	3.08	1.396	1.727	0.7404	5.774	2.525
1.064	1.97	2.1	2.072	1.605	1.336	1.845	2.324	4.317	1.571	1.059	1.303	2.603	1.216	1.052	1.652	2.492	2.21
6.296	9.056	6.997	9.653	10.63	4.308	5.356	8.788	12.21	5.228	4.268	5.557	8.42	4.256	4.242	8.525	10.14	7.074
9.175	13.07	13.52	16.76	13.51	6.162	9.241	16.78	34.63	16	7.11	10.11	17.41	7.318	5.203	13.3	17.85	14.16
4.37	8.014	6.093	6.208	6.836	4.074	3.46	7.074	10.54	4.437	2.356	2.89	6.291	2.245	2.859	3.006	7.595	6.364
14.88	19.68	15.94	26.2	20.94	12.85	10.4	23.45	54.93	20.22	8.813	14.14	19.11	9.047	10.6	23.1	32.81	15.29
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0.1342	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.5045	0.6178	0.7809	0.8551	0.9107	0.5242	0.671	1.024	1.898	0.7216	0.4622	0.7591	0.9549	0.2458	0.5502	1.156	1.267	0.7263
30.91	19.41	15.74	35.53	31.1	8.873	8.368	23.26	39.09	29.44	13.34	27.32	22.56	12.15	16.33	47.49	36.18	20.87
6.731	9.625	8.673	13.17	8.488	5.276	8.041	10.86	28.8	10	4.452	7.218	12.02	5.442	4.77	10.67	12.86	10.35
11.73	12.47	12.03	14.51	13.15	8.419	7.544	16.59	23.38	11.94	5.498	7.439	13.7	5.297	4.52	10.61	12.29	11.45
2.674	5.601	6.444	6.435	4.873	4.323	4.874	6.3	11.49	4.347	2.347	4.35	6.691	3.647	3.161	3.508	7.249	6.256
2.804	6.297	7.732	6.947	6.659	6.24	4.912	7.042	11.19	5.323	3.475	3.614	9.033	3.61	3.66	4.272	9.423	6.048
2.875	3.679	5.309	5.154	3.621	2.585	3.266	5.179	9.244	4.526	2.053	3.218	5.459	1.919	2.915	4.369	6.977	6.332
20.87	20.98	22.51	27.48	24.88	13.17	9.539	31.73	36.2	18.42	14.65	17.89	23.85	11.89	16.67	30.51	30.22	25.05
593	578	595.7	675.8	881.2	859	506.4	767.4	833.6	537.5	345	420.8	592.8	301.3	436.6	751	764.4	580
17.29	19.61	18.38	30.7	23.81	13.74	15.7	23.93	39.46	23.13	12.63	16.97	22.02	11.55	16.38	34.99	27.47	19.93
10.33	16.05	15.71	13.03	16.53	8.031	7.785	18.8	15.58	9.34	5.137	10.19	16.6	7.055	6.324	6.195	19.98	15.03
33.1	45.97	40.96	77.51	44.18	18.19	33	52.42	121.1	42.78	24.23	28.08	52.82	25.01	27.88	69.26	82.31	35.55
0	0	0.0269	0	0	0.006256	0	0	0	0	0	0	0	0	0.005979	0	0.01151	0
1.508	1.99	1.669	2.333	1.263	1.318	0.9969	1.675	4.34	1.966	0.6319	1.033	1.537	0.8037	0.7341	1.688	2.381	1.811
1.334	1.055	2.205	2.09	0.9241	1.904	0.9018	1.745	2.798	1.789	0.6895	1.341	2.301	0.8014	1.238	1.578	1.91	2.442
629.8	356.1	369	482.1	576	383.8	282.5	503.5	630.8	481	258.6	398.4	410.1	217.5	286.1	537.9	565.1	471.6
85.47	69.09	68.81	87.99	96.31	71.08	54.93	88.5	108.9	66.51	42.86	63.68	85.98	41.52	61.42	86.08	89.63	79.23
0.1431	0.1001	0.02507	0.1485	0.02627	0.1749	0.1903	0.04587	0.08499	0.1498	0.206	0.08281	0.125	0.2862	0.08361	0	0.1288	0.0526
32.22	38.23	33.51	44.07	44.54	18.74	17.54	40.58	60.8	31.84	21.26	29.99	40.06	22.2	21.51	48.57	50.25	35.02
0.3689	0.7334	1.058	0.3133	0.9235	1.251	0.6134	0.86	1.843	0.8775	0.417	0.4852	1.025	0.5676	0.3919	0.449	0.981	0.8629
22.35	24.05	27.96	33.68	39.61	41.32	21.47	33.72	41.45	24.02	13.57	18.26	30.08	11.77	18.3	28.54	32.54	28.4
17.23	11.62	25.88	23.69	17.65	15.64	11.57	19.93	31	26.12	9.555	16.6	22.06	8.194	13.66	20.87	23.68	28.27
5.757	7.603	8.176	8.552	8.22	5.543	4.046	8.081	11.29	5.592	3.374	5.313	8.579	3.821	3.078	5.273	10.54	7.088
16.71	15.98	20.24	18.42	23.34	16.94	10.18	17.39	23.81	18.52	8.152	14.33	19.13	7.865	9.916	12.42	25.22	23.13
0.2927	0.7041	0.1923	0.8353	0.2687	0.3131	0.2028	0.3518	0.2173	0.3829	0.1916	0.3811	0.1918	0.2814	0.171	0.6531	0.4939	0.269
8.044	11.43	10.54	12.75	12.4	7.837	6.6	14	23.28	10.82	5.881	7.492	12.57	5.873	6.37	10.69	13.86	11.92
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14.8	29.22	27.78	30.78	23.78	19.8	22.62	32.36	53.24	19.11	13.21	17.74	33.96	14.39	13.09	24.56	35.57	24.84
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	1.965	0	0	0	0	0	0	0	0	0
1.946	5.386	5.007	7.015	4.418	8.155	3.118	6.324	16.37	5.667	2.606	3.236	5.333	2.899	4.962	3.553	7.245	3.902
13.57	49.72	52.8	25.28	27.66	35.79	58.15	87.17	85.99	46.07	19.93	28.07	33.51	21.04	10.36	17.83	62.26	38.29
61.38	59.25	51.32	84.4	66.61	41.48	37.58	72.94	142.9	65.98	30.95	49.35	64.44	36.68	36.05	86.49	90.57	54.92
13.66	8.84	15.76	21.9	11.08	11.46	9.773	17.92	40.81	25.47	5.891	14.09	15.61	6.908	8.767	14.22	21.35	27.04
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.488	0.7436	0.7861	0.9148	0.8958	0.3079	0.3141	0.6055	1.472	0.4448	0.3915	0.6013	1.073	0.4117	0.4047	0.7728	1.08	1.07
2.42	3.697	3.623	3.171	3.268	1.689	1.196	3.766	6.484	2.481	1.485	2.236	3.621	1.396	1.273	2.061	4.187	3.837
2.374	2.596	1.927	2.786	3.108	1.608	1.084	2.53	4.887	2.118	1.218	1.936	2.616	1.474	0.9064	2.649	4.507	1.983
10.56	9.544	7.382	13.33	10.3	5.352	4.218	11.63	24.04	12.92	5.356	7.091	9.474	5.922	3.907	10.96	13.49	8.389
0.03786	0.0795	0.05972	0.09432	0.06256	0.05555	0.04617	0.06069	0.2024	0.02378	0.03965	0.04383	0.07278	0.05826	0.004425	0.08111	0.1022	0.04871
0.9061	1.969	1.526	1.793	1.417	1.134	1.711	2.405	5.298	1.008	0.9822	1.245	2.338	1.154	0.5542	0.8467	2.979	1.639
0.5707	1.114	0.3077	1.64	4.715	0.7246	0.5596	3.167	3.325	0.8271	0.862	0.2541	0.6904	0.4053	1.026	1.136	0.6421	0.2824
0.06764	0.4142	0.2963	0.1755	0.2173	0.2274	0.3374	0.542	0.4017	0.4955	0.08854	0.09786	0.2364	0.05203	0	0.03019	0.2663	0.6215
1.338	2.321	1.717	2.108	2.15	0.935	1.457	2.605	3.655	0.7879	0.8212	1.19	2.192	0.9376	0.6004	1.195	2.837	1.307
336.9	424.6	538.3	403.9	414.6	321.8	549.5	461.3	487.6	436	425.2	458.3	694.5	402.4	299.6	390.1	466.9	603.2
0.6944	1.033	0.4259	2.234	0.5099	0.3396	0.7312	1.113	1.134	0.7268	0.3636	0.5626	0.9099	0.4273	0.4463	1.983	1.562	1.468
14.1	14.56	14.26	14.05	18.13	9.127	6.682	21.48	25.54	15.58	8.619	9.607	15.39	7.205	5.012	12.79	20.5	14.79
3.299	3.901	4.068	3.741	4.374	2.95	2.573	3.819	5.806	2.494	1.679	2.157	3.789	1.363	2.57	4.199	4.949	3.818
7.5	10.1	8.174	10.37	11.8	2.941	6.509	10.73	17.55	8.75	6.609	9.91	11.51	7.261	5.216	10.89	11.52	13.18
33.75	41.49	48.45	72.44	48.9	22.85	26.35	60.49	106.9	53.79	28.73	38.23	54.36	30.81	35.34	75.98	69.33	57.79
1.676	2.121	2.968	4.292	2.258	2.528	2.193	6.915	9	2.052	1.26	1.692	3.021	1.179	1.479	3.31	6.739	2.752
1.754	2.16	2.348	3.641	2.341	1.38	1.837	2.265	6.392	4.267	1.148	1.467	2.327	1.312	0.8257	2.088	2.102	2.105
0.04228	0.05548	0.01852	0	0.03881	0	0.02343	0	0	0.02213	0	0	0.01847	0	0.01235	0	0	0
1.159	1.59	1.505	4.375	4.364	1.136	1.24	4.611	4.746	0.9409	1.647	0.844	2.6	1.168	1.599	1.73	2.18	1.432
0.2953	0.5044	0.382	1.022	1.175	0.3181	0.4599	1.398	1.211	0.2944	0.4878	0.2198	0.7986	0.3462	0.4437	0.3515	0.712	0.5815
0.4506	0.3504	0.5265	0.6756	0.4137	0.1837	0.1943	0.321	0.8922	0.3144	0.1311	0.1739	0.4812	0.1541	0.234	0.04469	0.338	0.3221
0.07751	0.2034	0.1698	0.2145	0.1541	0.07107	0.06443	0.2278	0.2302	0.1622	0.1522	0.09719	0.2144	0.1093	0.07548	0.173	0.2761	0.1543
0.9862	1.181	1.728	2.004	1.229	1.053	0.9033	2.18	4.886	1.445	0.462	0.8652	2.304	0.5031	0.6005	1.733	2.161	1.975
8.54	8.984	8.115	10.98	8.04	4.002	3.507	10.14	21.1	9.557	4.07	6.412	9.144	4.784	3.007	8.658	11.82	9.015
3.71	1.678	2.204	3.165	2.684	1.538	1.237	3.78	3.781	3.751	1.749	2.566	2.884	1.04	1.433	2.975	4.386	3.149
0	0	0	0.05111	0.0452	0	0	0.02631	0.02437	0	0	0.0285	0	0.02525	0	0	0	0
15.8	13.88	17.32	24.49	11.04	12.93	26.38	31.15	22.97	24.84	18.22	28.16	22.41	16.99	8.807	17.35	25.29	31.77
0.09018	0.3156	0.4741	0.2808	0	0.1103	0	0.7227	0.2678	0.09439	0.2361	0.1044	0.07879	0	0.1581	0	0.3044	0.08287
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	11.58	13.32	13.57	13.91	10.26	6.404	16.16	20.28	12.45	6.136	8.724	13.93	6.949	6.306	10.67	16.9	13.68
1.71	2.804	2.026	2.273	1.958	1.603	1.412	2.395	3.698	1.613	1.009	1.387	2.463	1.121	0.8127	0.8557	2.527	1.969
0.6888	0.7811	0.8047	1.059	0.7259	0.4055	0.2404	0.8587	1.629	0.7476	0.2505	0.5168	0.9806	0.3532	0.2236	0.7059	0.861	1.477
25.79	16.54	13.88	19.1	26.89	14.92	9.853	23.28	29.37	18.41	11.51	15.61	17.72	10.21	8.961	23.63	28.1	17.26
8.765	18.15	16.79	24	18.26	11.45	14.85	22.7	47.1	18.22	9.288	12.56	22.37	12.23	12.39	21.93	27.92	20.18
193.2	256.8	244.5	182.9	309.5	185.2	138.2	314.2	276.8	139.8	127.5	150.4	254.3	132.5	86.4	156.2	314.4	212.6
0	1.261	1.263	0	0	0	8.789	4.621	0	0	0	0	1.259	0	0.8423	0	1.622	0
1.516	2.771	1.771	2.198	2.051	1.295	1.486	2.679	3.29	1.078	0.7123	1.215	1.817	1.271	0.7948	1.318	3.498	1.107
6.138	11.34	13.24	10.94	11.41	14.46	7.298	13.03	17.61	8.127	5.528	7.561	12.56	6.134	5.855	11.85	16.05	11.62
5.918	10.15	10.37	11.61	10.27	6.105	7.175	10.97	17.92	8.614	4.479	6.101	10.54	4.766	5.835	10.48	11.5	8.71
0.03049	0.09336	0.06679	0.1741	0.014	0.05592	0.0338	0.2444	0.2943	0.06383	0.09979	0.1059	0.1465	0.05864	0.07127	0.245	0.223	0.09807
3.876	4.569	4.252	5.328	4.36	2.306	2.444	5.383	8.678	4.181	1.782	2.697	5.183	2.117	1.608	2.654	4.761	4.351
0.9795	0.5236	0.4291	0.9036	0.8491	0.499	0.2714	0.6977	1.939	1.481	0.7835	0.9763	0.6655	0.2512	0.2226	1.214	1.959	0.8501
21.68	18.49	20.49	10.22	12.76	6.308	8.467	20.78	51.09	36.75	7.718	13.88	13.49	8.273	1.723	11.03	26.65	19.86
12.55	16.85	15.86	21.3	17.36	10.67	9.724	18.55	38.9	15.19	7.708	11.58	19.36	7.28	6.296	12.61	22.39	18.32
6.835	9.468	12.57	11.84	9.489	8.401	8.034	14.97	20.55	10.31	5.19	6.996	11.45	5.258	4.377	10.25	14.83	13.3
1.366	1.588	0.8689	2.233	1.855	0.2402	1.027	2.009	4.279	1.821	0.943	1.137	1.21	0.8924	0.656	1.871	2.189	1.1
0	0.01864	0	0	0	0	0	0	0	0.0446	0.01395	0	0	0	0	0	0	0
0	0.114	0.6852	0	0.5982	2.948	0.07224	0	0.7742	0.4093	0.08531	0.07544	0.7971	0	0	0.8144	0	0.5989
0.1192	0	0	0	0	0	0	0	0	0	0	0	0.1042	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.05384	0	0	0	0.04942	0	0.1194	0	0.07994	0	0	0	0	0	0	0	0.06057	0.09895
0	0.09154	0	0	0	0	0	0.1677	0	0	0	0	0	0	0	0	0.1177	0.09616
0	0	0	0	0	0	0	0.2633	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0.1331	0	0	0.4649	0.2153	0	0	0	0	0	0	0.06472	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13.77	20.77	22.94	25.86	22.62	18.07	15.58	25.68	44.03	20.35	11.77	17.11	27.46	10.56	13.85	27.76	32.09	32.11
0.7213	1.372	1.291	0.8136	1.123	1.917	0.9559	0.8545	2.421	0.6236	0.6568	0.5626	1.479	0.6754	0.3848	0.5318	1.305	0.9798
6.436	14.39	14.06	15.17	12.58	6.68	8.976	14.16	33.18	11.9	6.089	7.302	16.64	6.901	5.378	11.87	16.27	13.98
1.2	1.97	1.833	2.622	2.067	1.167	1.748	2.363	4.532	1.615	1.002	1.363	2.367	0.9408	0.8682	1.112	2.482	1.807
199.3	96.02	97.18	126	166.7	87.56	52.48	111.5	170	119.3	69.44	132.3	107.6	64.35	60.95	207.2	179.7	143.7
7.246	13.86	15.82	5.445	8.027	7.79	10.11	19.79	18.76	14.35	4.672	7.024	10.76	4.695	2.211	2.963	16.54	12
25.57	24.48	20	31.45	33.4	13.27	13.11	30.74	46.74	23.92	14.41	24.26	27.12	14.53	15.06	39.79	37.64	25.48
1.912	1.32	0.6171	1.462	1.478	0.369	0.05576	0.9676	2.39	0.5265	0.9219	0.6987	1.934	0.387	0.823	0.6286	2.151	1.017
0.1438	0.1887	0.126	0	0	0	0	0.5764	1.388	0	0	0.2081	0.1257	0	0.08404	0	0.2427	0.1983
6.296	11.89	14.01	15.97	14.1	10.4	8.994	15.96	24.1	8.834	5.666	7.853	15.77	5.971	6.359	8.575	15.51	13.67
52.86	49.44	29.56	68.54	53.32	26.83	37.46	55.94	102.5	43.35	35.93	44.01	51.47	37.78	29.95	63.57	67.98	49.5
44.61	34.55	32.99	67.06	53.33	32.36	23.71	50.77	104.7	64.04	28.74	40.29	43.33	25.68	30.17	68.72	59.76	48.17
1.621	2.107	3.377	1.455	3.297	1.178	1.796	2.738	2.732	1.009	1.261	1.115	2.794	1.179	0.4607	0.9775	2.464	1.771
1.335	1.09	2.067	1.986	1.798	1.66	0.8634	2.283	2.049	1.211	0.6409	1.571	1.944	0.5136	1.3	2.622	1.903	1.472
0	0	0	0	0	0	0	0	0	0	0.03363	0	0	0	0	0	0	0
31.8	19.98	13.12	23.7	28.47	7.618	8.453	22.56	45.59	34.73	18.88	20.91	18.72	16.93	10.31	31.23	36.93	15.89
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.1028	0	0.06097	0	0	0	0	0.2617	0	0	0	0	0	0.103	0	0.0661	0.108
0.05635	0.09859	0	0	0.05173	0	0	0	0.08367	0.118	0.1106	0.03261	0.09846	0	0	0	0.1268	0.05178
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05691	0	0	0
0	0	0	0.1442	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0.07715	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06554	0
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0.02157	0	0	0	0	0	0	0	0	0	0	0	0	0.04979	0	0	0.02427	0
1.108	5.168	28.98	11.69	6.716	25.31	12.75	11.39	15.63	30.24	10.26	10.33	11.21	9.853	4.868	6.139	6.206	7.423
0.4652	0.9768	1.006	0.4507	0.9396	0.5309	0.1375	0.5469	1.382	0.5194	0.7105	0.5744	0.9213	0.1909	0.2718	0.4983	1.082	0.5701
10.99	13.03	16.85	15.68	13.92	9.014	6.259	17.28	26.53	13.44	6.5	11.04	15.92	6.475	6.616	9.216	19.25	17.7
17.5	14.43	18.34	19.25	16.89	12.89	7.839	21.36	28.87	21.33	7.914	12.14	17.77	9.704	9.268	14.42	19.65	21.64
0.08657	0.09466	0.1517	0.1348	0.2185	0	0.1199	0.06937	0.1607	0.0453	0.01416	0.07515	0.01891	0.04994	0	0.05795	0.1704	0.01989
57.57	47.76	38.41	81.26	55.36	24.09	27.32	62.7	139.9	69.66	30.26	55.72	60.67	36.13	28.46	84.23	87.78	63.31
2.494	4.449	5.337	3.673	3.745	3.357	2.058	5.455	6.173	3.845	1.784	2.182	4.679	1.636	2.113	2.762	4.96	3.998
4.538	3.771	3.844	4.945	4.582	3.19	2.683	5.213	7.637	2.771	2.426	2.889	3.965	2.385	2.696	6.346	5.02	5.282
26.65	23.94	19.98	30.17	28.55	12.61	10.91	27.67	44.67	27.34	12.51	20.16	23.61	11.83	12.07	26.65	33.34	28.65
4.488	4.267	3.761	5.569	5.149	3.012	2.568	4.691	7.461	5.004	2.107	3.84	4.262	2.139	2.48	5.704	6.915	5.827
2.368	2.345	2.466	3.941	3.486	3.66	2.971	3.509	4.312	2.665	1.55	1.732	2.927	1.443	1.514	4.307	3.468	3.695
0.8462	2.291	1.677	1.317	1.923	1.318	1.429	1.97	2.304	1.244	0.8703	0.9445	1.901	0.7594	0.9417	1.511	2.38	1.203
0.3959	0.5937	0.773	0.9391	0.4984	0.4287	0.2508	0.3989	0.6718	0.4025	0.3109	0.4975	0.7016	0.4873	0.3304	0.9087	0.8908	0.5093
0	0	0.1125	0	0.1179	0.2356	0	0	0	0.2689	0	0	0	0	0	0	0	0
24.5	27.45	29.19	40.26	33.2	26.17	21.66	32.79	56.54	32.96	14.13	17.14	28.78	16.45	16.45	32.93	41.86	29.57
2.496	2.019	1.414	5.161	2.532	0.7342	1.903	2.827	6.214	3.143	1.744	1.977	1.967	1.92	1.283	4.087	5.679	0.845
51.76	37.11	48.9	29.14	49.09	30.89	15.26	32.24	96.22	80.69	16.62	55.82	67.29	19.22	16.61	64.03	51.74	77.47
8.231	11.77	15.99	17.9	13.57	14.35	10.1	18.24	20.88	15.81	7.589	9.651	14.6	7.653	9.409	13.54	16.47	14.44
0.02294	0.06019	0.1809	0.04761	0.04211	0	0.01271	0.1103	0.1022	0.144	0	0.0531	0	0.05293	0	0	0.0258	0.08431
1.091	1.755	2.637	4.075	1.722	0.8001	1.741	2.168	5.117	2.237	1.827	2.424	2.477	1.477	1.249	2.22	3.386	2.205
2.055	0.4494	0.4501	0	0.4716	0.3141	0.8542	0.8235	0	0	0	0.5947	0	0.7904	0.6004	0.9171	1.734	0.4721
0	0	0.434	0	0	0	0.3431	0	0.3677	0.3888	0.08105	0	0.1082	0.2858	0	0	0.1393	0
0	0.1112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32.47	19.26	55.24	20.17	16.11	13.16	49.7	21.12	19.42	61.87	22.06	29.55	61.41	25.51	16.73	14.99	23.08	96.95
6.802	5.634	46.39	13.37	4.536	8.282	10.57	13.3	36.4	22.37	18.55	17.95	24.16	13.18	12.57	12.59	17.49	24.82
1.937	3.116	3.479	4.192	2.978	3.518	4.08	4.097	9.178	3.241	1.346	1.614	4.625	1.91	1.547	2.5	4.231	3.388
0.01889	0.08262	0	0.1372	0.1561	0.05774	0.04188	0.03028	0.02805	0	0.02473	0.0656	0.264	0.1017	0.04415	0	0.02125	0.1736
0	0.01017	0	0	0	0	0	0.01864	0.03453	0	0	0.00673	0	0	0	0	0	0.02137
8.22	14.95	21.31	19.7	16.97	13.29	10.12	20.6	34.07	14.21	7.818	9.628	22.01	9.674	9.34	13.39	23.2	22.33
0	0	0	0.1313	0.05806	0	0	0	0	0.0662	0	0.03661	0	0	0	0	0	0
11.94	16.53	18.33	19	16.33	12.24	11.54	20.09	31.92	14.24	8.906	12.79	19.5	9.162	8.865	16.31	22.05	20.24
95.24	99.41	85.15	164.3	124.4	55.51	66.45	125.7	284	124.8	69.9	109	136.2	73.34	83.37	208.3	177.6	116.5
16.69	18.19	13.62	30.84	20.44	10.35	10.2	24.87	45.93	20.81	9.846	15.09	19.44	10.88	13.98	29.5	30.02	18.48
2.668	3.558	2.256	3.408	2.809	1.369	1.53	2.213	4.986	2.539	1.221	1.944	2.151	1.349	0.8067	2.048	3.043	1.68
7.728	9.897	10.78	12.32	9.117	7.479	7.049	11.26	20.47	10.95	4.265	6.646	10.94	4.603	4.36	8.13	11.86	12.38
2.722	3.359	3.447	3.937	3.238	2.018	2.341	4.162	6.19	2.505	1.612	2.159	4.099	1.582	1.051	2.024	4.206	3.536
3.079	2.814	15.49	8.111	2.083	4.078	5.841	7.339	15.38	10.45	5.451	5.643	9.5	4.281	3.794	4.122	7.593	10.86
